0.717921	0.0899386
-0.401594	0.416776
-0.252406	-0.194716
0.411092	0.224029
0.260078	0.125247
0.524333	-0.0419201
0.448836	0.0883861
0.504348	0.0808028
0.552954	-0.50189
0.743108	0.412229
-0.159258	-0.64399
0.452056	0.212519
0.310485	-0.185761
-0.590915	-0.00163506
-0.480411	0.224658
0.323093	0.23177
-0.14046	0.281633
-0.593846	0.233397
0.211514	-0.0767815
-0.46698	-0.541025
-0.0079665	-0.392882
-0.16057	-0.203575
0.017027	-0.327542
-0.000307894	-0.674778
0.51044	0.461077
0.314735	-0.748651
-0.571342	0.455609
-0.0733477	0.244878
-0.339737	0.539243
0.0634755	0.332823
0.248306	0.287197
-0.0760078	0.537334
-0.523402	0.684406
-0.687052	-0.286968
-0.572174	-0.0310595
-0.0168319	0.605871
-0.62215	0.0211521
0.00344566	-0.588751
0.356632	-0.0848979
-0.378894	-0.578892
-0.429668	-0.435904
-0.23179	-0.19765
0.588613	0.310519
0.392928	-0.555322
-0.288507	0.568993
0.566959	-0.61571
0.257738	-0.20443
0.637177	0.533573
-0.739491	0.377482
-0.668125	-0.170556
-0.0342682	0.0540289
0.563726	0.551016
-0.0669424	-0.101089
0.502895	-0.339183
-0.652828	0.415296
0.387128	-0.544521
-0.272663	-0.149351
-0.635946	0.660396
-0.722595	-0.654485
-0.423952	-0.362916
-0.536549	0.215221
0.715545	0.671734
-0.667342	-0.51675
-0.0133537	0.563661
-0.554274	-0.68838
-0.0961236	-0.0499608
0.308562	0.507644
-0.0311954	0.699191
0.30162	-0.678932
-0.305497	0.00778443
0.332943	-0.720762
0.145914	-0.128306
0.558593	-0.224444
0.264819	0.320288
-0.411238	0.326196
-0.126602	0.697024
-0.124702	-0.361282
-0.0680242	-0.282453
0.316869	0.615076
-0.417123	0.407353
0.381481	0.554474
-0.447205	0.323566
0.677077	0.627449
0.537909	0.144132
-0.0654834	0.420597
-0.523534	-0.0430099
0.132291	0.415914
0.26568	-0.217896
-0.677098	0.519918
-0.73603	0.0468654
0.166489	0.685987
0.379476	-0.146263
0.260161	0.0259283
-0.723492	-0.73521
0.333621	0.174482
0.0204458	0.132244
-0.3681	-0.663785
-0.736652	0.0872868
0.0291431	-0.691479
0.305391	-0.285388
0.489236	-0.416068
0.149623	0.705673
-0.258584	-0.519237
0.192038	-0.412946
0.113783	-0.153056
0.0860144	-0.356086
0.261238	0.120114
-0.236888	-0.377153
0.194097	-0.311832
0.0397158	0.00326842
-0.56764	-0.319367
-0.593842	0.290593
-0.0103298	0.386913
0.348184	0.421946
-0.354233	-0.0908263
0.482781	0.594559
-0.247289	0.30564
-0.605461	0.0199716
-0.336577	-0.341294
-0.136252	0.511048
0.187003	0.457185
-0.590276	0.232379
-0.404755	-0.219451
0.193379	-0.379542
0.543813	0.366619
-0.236231	0.160634
-0.222538	-0.690965
-0.0437782	0.71951
-0.201508	0.255353
0.218893	-0.571475
-0.274319	0.522366
-0.101549	0.271425
0.334124	-0.382689
0.145548	-0.281147
-0.241236	0.0506163
0.207905	-0.733213
-0.616835	-0.645644
-0.343333	0.10024
0.230682	-0.422538
-0.59842	-0.146675
-0.67012	-0.711624
0.741283	-0.261628
-0.686176	-0.560848
-0.175391	-0.290001
-0.552654	-0.461912
0.639722	-0.187845
0.391299	0.56636
-0.186287	-0.425387
-0.474962	0.30925
0.0572165	0.136981
-0.25891	-0.00312258
0.018882	-0.650774
0.44757	-0.193324
-0.192611	-0.212878
-0.333251	0.0439713
-0.47357	-0.290086
-0.481605	-0.328578
0.586588	-0.716907
0.449942	0.669682
-0.662882	-0.56369
0.0683155	0.678269
-0.327345	0.316644
-0.158251	-0.230921
-0.586637	-0.106623
0.486301	-0.239709
0.202751	-0.368867
-0.0486969	0.551989
-0.212488	0.219051
0.598276	0.724817
0.498886	-0.221922
0.663369	-0.260838
0.594406	0.174928
0.00705279	0.0361598
0.238045	0.319286
0.743066	-0.292062
-0.679044	-0.689132
-0.74399	-0.244792
0.282787	-0.707252
0.712647	-0.0455481
-0.526771	-0.435545
-0.196521	0.0757561
-0.267401	-0.204174
0.450606	-0.164101
0.455586	-0.459485
-0.566514	0.604876
0.659035	0.393516
0.324487	-0.338968
-0.0402036	-0.702079
0.659234	-0.748901
-0.280559	0.644701
-0.505757	0.237676
0.120802	-0.685144
0.29276	0.416473
0.658837	0.0804379
0.419166	-0.572973
0.0393252	-0.560938
-0.19092	-0.293449
0.0103345	-0.308058
0.460801	0.179478
-0.016363	-0.512873
0.640501	-0.596528
0.148744	-0.554703
-0.396266	-0.0447899
0.216233	-0.267361
0.467552	-0.358344
-0.192705	-0.291566
0.153351	0.37201
0.373719	0.599386
-0.114916	0.613707
0.56909	0.687886
-0.69287	-0.568377
-0.716958	-0.407515
-0.110387	0.218018
-0.272143	-0.410215
-0.490185	-0.535497
-0.101736	0.127525
-0.1846	-0.574247
-0.364347	-0.577019
-0.460139	0.446015
0.677951	0.324784
0.138708	0.268816
-0.0164911	0.334914
-0.593549	0.717895
-0.344284	0.618845
-0.0777104	0.420974
-0.186582	0.617516
0.0946325	0.487856
0.402058	-0.10692
-0.00418339	0.189681
0.469053	-0.625488
-0.577633	-0.273173
0.287983	-0.36766
0.745094	-0.70028
-0.600825	-0.0715707
0.11042	0.332884
-0.217181	-0.653353
0.602296	-0.712278
0.248341	-0.633468
0.311453	-0.412098
-0.635361	-0.0199953
-0.0617231	0.62018
-0.129805	-0.633562
0.222751	-0.228096
0.395668	0.48445
0.152069	-0.17141
0.618893	0.741534
-0.532207	-0.310468
0.466701	0.337127
0.588083	0.414872
-0.74552	-0.454661
-0.494704	0.00776949
0.0817991	-0.702615
0.648927	0.0182855
-0.175672	-0.515254
-0.373393	0.390957
-0.693253	0.498512
-0.516518	-0.614648
0.112824	0.236977
0.374838	-0.0968068
0.468709	-0.41587
0.466352	0.473372
-0.0346962	0.361521
-0.413186	0.581669
0.604644	-0.253559
-0.0694525	-0.288408
0.723155	-0.434983
0.236176	0.402996
0.646951	-0.196599
0.266044	-0.0900953
-0.732422	0.685629
0.369787	0.511591
0.31217	-0.361423
0.568545	0.54167
0.354856	0.0722874
-0.0657788	-0.0446119
0.207143	-0.0493196
0.586271	-0.0412287
0.06921	0.713163
-0.370206	-0.0455209
-0.070419	-0.0328868
-0.727986	0.235623
0.123829	0.696501
0.0986552	0.598107
-0.610637	0.0159307
0.747874	-0.486176
-0.667116	0.275995
0.645696	-0.285545
-0.655193	-0.32469
-0.065878	-0.211452
-0.382131	0.518173
-0.0722006	0.0244653
0.189104	-0.231587
0.219558	0.104205
-0.626664	0.653405
0.271632	-0.686378
0.542159	-0.428876
-0.624271	0.38016
-0.651091	-0.390828
-0.144767	-0.105302
0.197537	0.503041
0.60714	-0.294468
-0.628921	0.222789
0.408329	0.285524
0.29804	0.663497
0.394802	-0.557993
-0.184364	0.388839
-0.285338	-0.176387
-0.540936	-0.0113729
-0.645113	-0.410636
-0.0614229	-0.334382
0.533384	0.582905
0.391273	0.125998
-0.357244	0.307752
0.38739	-0.638514
-0.509841	0.601083
-0.100502	-0.134342
-0.378947	0.0295833
0.706271	-0.704971
0.055732	0.688034
0.29082	-0.682848
-0.123564	-0.7468
0.539638	0.69684
-0.210232	0.628818
-0.455089	-0.179663
-0.100946	-0.106215
-0.162977	-0.149543
0.632073	0.249636
0.125749	-0.0422888
0.251303	-0.357982
-0.104784	-0.0976895
0.632143	-0.0739202
-0.377013	-0.461467
0.621833	0.647611
0.402187	0.554931
-0.281347	-0.596788
0.289719	0.303817
0.25205	0.196508
-0.287303	-0.199013
0.192315	-0.263672
-0.534326	0.0776072
-0.656491	0.353217
-0.486726	0.591988
0.0453294	-0.149024
0.345663	0.0560561
0.134084	0.54454
0.581049	0.698586
0.630259	-0.239923
-0.383566	0.412783
0.146487	0.508788
-0.307523	0.456304
-0.391435	0.151283
0.110358	-0.721093
0.58889	0.477907
-0.31097	-0.47614
0.0147182	-0.131933
-0.399968	0.740928
-0.227658	0.255229
-0.364549	0.517019
0.0440702	-0.311953
-0.502286	0.0843506
0.18093	0.398763
0.00794267	-0.00758983
-0.0622802	0.257041
0.0850476	-0.105613
-0.531777	-0.574712
-0.67857	-0.218515
-0.582874	0.139097
-0.704709	-0.0368873
-0.464262	0.149988
-0.654306	-0.417652
0.524185	0.480036
-0.532179	0.164233
0.259703	-0.177661
0.553185	0.37889
0.504968	-0.0105096
0.365833	0.0519691
0.444709	-0.267607
-0.670441	-0.109611
-0.23888	0.646758
-0.437866	-0.214302
-0.267466	0.191392
0.732557	0.0796469
0.62492	0.026273
0.569989	-0.69023
0.306784	0.622614
0.267091	-0.501637
